Key,Source,Context,Changes,English,French,German,Klingon,Spanish
mmGoLandClaimDecayMode,,Main Menu Game Options,KgNone,CLAIM DECAY MODE,CLAIM DECAY MODE,VERFALL DES GEBIETS,,MODO DECLIVE DE RECLAMADOS
mmGoLandClaimDecayModeFast,,Main Menu Game Options,KgNone,FAST,FAST,SCHNELL,,RÁPIDO
mmGoLandClaimDecayModeNone,,Main Menu Game Options,KgNone,NONE,NONE,KEINE,,NADA
mmGoLandClaimDecayModeSlow,,Main Menu Game Options,KgNone,SLOW,SLOW,LANGSAM,,LENTO
mmGoLandClaimDecayModeValue,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoLandClaimDecayModeValues,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoLandClaimExpiryTime,,Main Menu Game Options,KgNone,CLAIM DURATION,CLAIM DURATION,GEBIETSSCHUTZDAUER,,DURACIÓN DE RECLAMADOS
mmGoLandClaimExpiryTimeValue,,Main Menu Game Options,KgNone,{0} DAYS.,{0} DAYS.,{0} TAGE.,,DÍAS: {0}
mmGoLandClaimExpiryTimeValues,,Main Menu Game Options,KgNone,{0} DAYS.,{0} DAYS.,{0} TAGE.,,DÍAS: {0}
mmGoLandClaimOfflineDurabilityModifier,,Main Menu Game Options,KgNone,CLAIM HEALTH OFFLINE,CLAIM HEALTH OFFLINE,HÄRTE-MODIFIKATOR DES GEBIETS – OFFLINE,,SALUD DE RECLAMADOS DESACTIVADA
mmGoLandClaimOfflineDurabilityModifierValue,,Main Menu Game Options,KgNone,{0}X,{0}X,{0}X,,x{0}
mmGoLandClaimOfflineDurabilityModifierValues,,Main Menu Game Options,KgNone,{0}X,{0}X,{0}X,,x{0}
mmGoLandClaimOnlineDurabilityModifier,,Main Menu Game Options,KgNone,CLAIM HEALTH ONLINE,CLAIM HEALTH ONLINE,HÄRTE-MODIFIKATOR DES GEBIETS – ONLINE,,SALUD DE RECLAMADOS ACTIVADA
mmGoLandClaimOnlineDurabilityModifierValue,,Main Menu Game Options,KgNone,{0}X,{0}X,{0}X,,x{0}
mmGoLandClaimOnlineDurabilityModifierValues,,Main Menu Game Options,KgNone,{0}X,{0}X,{0}X,,x{0}
mmGoLandClaimSize,,Main Menu Game Options,KgNone,CLAIM SIZE,CLAIM SIZE,GRÖSSE DES GESICHERTEN GEBIETS,,TAMAÑO DEL TERRITORIO
mmGoLandClaimSizeValue,,Main Menu Game Options,KgNone,{0} BLOCKS.,{0} BLOCKS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLandClaimSizeValues,,Main Menu Game Options,KgNone,{0} BLOCKS.,{0} BLOCKS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLootAbundance,,Main Menu Game Options,KgNone,LOOT ABUNDANCE,LOOT ABUNDANCE,BEUTEMENGE,,ABUNDANCIA DE BOTÍN
mmGoLootAbundanceValue,,Main Menu Game Options,KgNone,{0}%,{0}%,{0} %,,{0} %
mmGoLootAbundanceValues,,Main Menu Game Options,KgNone,{0}%,{0}%,{0} %,,{0} %
mmGoLootRespawnDays,,Main Menu Game Options,KgNone,LOOT RESPAWN TIME,LOOT RESPAWN TIME,ZEIT BIS ZUM WIEDERERSCHEINEN VON BEUTE,,TIEMPO DE REAPARICIÓN DEL BOTÍN
mmGoLootRespawnDaysValue,,Main Menu Game Options,KgNone,{0} DAY,{0} DAY,{0} TAG,,{0} DÍA
mmGoLootRespawnDaysValues,,Main Menu Game Options,KgNone,{0} DAYS,{0} DAYS,{0} TAGE,,{0} DÍAS
mmGoLootTimer,,Main Menu Game Options,KgNone,LOOT TIMER,LOOT TIMER,BEUTE-TIMER,,CRONÓMETRO DEL BOTÍN
mmGoLow,,Main Menu Game Options,KgNone,LOW,LOW,NIEDRIG,,BAJO
mmGoMarkAirDrops,,Main Menu Game Options,KgNone,MARK AIR DROPS,MARK AIR DROPS,ABWÜRFE AUS DER LUFT MARKIEREN,,SEÑALAR SUMINISTROS AÉREOS
mmGoMatchLength,,Main Menu Game Options,KgNone,MATCH LENGTH:,MATCH LENGTH:,LÄNGE DES MATCHES:,,DURACIÓN DE LA PARTIDA:
mmGoMaxPlayers,,Main Menu Game Options,KgNone,MAX PLAYERS:,MAX PLAYERS:,MAXIMALE SPIELERANZAHL:,,JUGADORES MÁXIMOS:
mmGoMedium,,Main Menu Game Options,KgNone,MEDIUM,MEDIUM,MITTEL,,MEDIO
mmGoMinute,,Main Menu Game Options,KgNone,{0} MINUTE,{0} MINUTE,{0} MINUTE,,{0} MINUTO
mmGoMinutes,,Main Menu Game Options,KgNone,{0} MINUTES,{0} MINUTES,{0} MINUTEN,,{0} MINUTOS
mmGoNightPercentage,,Main Menu Game Options,KgNone,PERC. OF NIGHT,PERC. OF NIGHT,PROZENT NACHT,,PORCENTAJE NOCTURNO
mmGoNightPercentageValue,,Main Menu Game Options,KgNone,{0}%,{0}%,{0} %,,{0} %
mmGoNightPercentageValues,,Main Menu Game Options,KgNone,{0}%,{0}%,{0} %,,{0} %
mmGoNone,,Main Menu Game Options,KgNone,NOTHING,NOTHING,NICHTS,,NADA
mmGoNormal,,Main Menu Game Options,KgNone,NORMAL,NORMAL,NORMAL,,NORMAL
mmGoNoTimer,,Main Menu Game Options,KgNone,NONE,NONE,KEINE,,NADA
mmGoOff,,Main Menu Game Options,KgNone,OFF,OFF,AUS,,DESACTIVADO
mmGoOn,,Main Menu Game Options,KgNone,ON,ON,AN,,ACTIVADO
mmGoPassword,,Main Menu Game Options,KgNone,GAME PASSWORD,GAME PASSWORD,SPIELPASSWORT,,CONTRASEÑA DE LA PARTIDA
mmGoPersistentCharacters,,Main Menu Game Options,KgNone,PERSISTENT CHARACTERS,PERSISTENT CHARACTERS,BLEIBENDE CHARAKTERE,,JUGADORES CONSTANTES
mmGoPlayer,,Main Menu Game Options,KgNone,{0} PLAYER,{0} PLAYER,{0} SPIELER,,{0} JUGADOR
mmGoPlayerDamageGiven,,Main Menu Game Options,KgNone,DAMAGE GIVEN,DAMAGE GIVEN,ZUGEFÜGTER SCHADEN,,DAÑO PRODUCIDO
mmGoPlayerDamageRecieved,,Main Menu Game Options,KgNone,DAMAGE RECEIVED,DAMAGE RECEIVED,ERLITTENER SCHADEN,,DAÑO RECIBIDO
mmGoPlayers,,Main Menu Game Options,KgNone,{0} PLAYERS,{0} PLAYERS,{0} SPIELER,,{0} JUGADORES
mmGoPort,,Main Menu Game Options,KgNone,GAME PORT:,GAME PORT:,SPIEL-PORT:,,PUERTO DE LA PARTIDA:
mmGoPublic,,Main Menu Game Options,KgNone,PUBLIC/PRIVATE,PUBLIC/PRIVATE,ÖFFENTLICH/PRIVAT,,PÚBLICA/PRIVADA
mmGoPublicOff,,Main Menu Game Options,KgNone,PRIVATE GAME,PRIVATE GAME,PRIVATES SPIEL,,PARTIDA PRIVADA
mmGoPublicOn,,Main Menu Game Options,KgNone,PUBLIC GAME,PUBLIC GAME,ÖFFENTLICHES SPIEL,,PARTIDA PÚBLICA
mmGoRebuildMap,,Main Menu Game Options,KgNone,REBUILD MAP:,REBUILD MAP:,KARTE NEU AUFBAUEN:,,RECONSTRUIR MAPA:
mmGoRebuildMap1,,Main Menu Game Options,KgNone,NEVER,NEVER,NIE,,NUNCA
mmGoRebuildMap2,,Main Menu Game Options,KgNone,END OF MATCH,END OF MATCH,ENDE DES MATCHES,,FIN DE LA PARTIDA
mmGoRebuildMap3,,Main Menu Game Options,KgNone,HOURLY,HOURLY,STÜNDLICH,,CADA HORA
mmGoRebuildMap4,,Main Menu Game Options,KgNone,DAILY,DAILY,TÄGLICH,,DIARIAMENTE
mmGoSecond,,Main Menu Game Options,KgNone,{0} SECOND,{0} SECOND,{0} SEKUNDE,,{0} SEGUNDO
mmGoSeconds,,Main Menu Game Options,KgNone,{0} SECONDS,{0} SECONDS,{0} SEKUNDEN,,{0} SEGUNDOS
mmGoShowPlayersOnMap,,Main Menu Game Options,KgNone,SHOW FRIEND ICONS:,SHOW FRIEND ICONS:,SYMBOLE DER FREUNDE ZEIGEN:,,MOSTRAR ICONOS DE AMIGOS:
mmGoToolbelt,,Main Menu Game Options,KgNone,TOOLBELT ONLY,TOOLBELT ONLY,NUR WERKZEUGGÜRTEL,,SOLO CINTURÓN
mmGoUnlimited,,Main Menu Game Options,KgNone,UNLIMITED,UNLIMITED,UNBEGRENZT,,ILIMITADO
mmGoVeryHigh,,Main Menu Game Options,KgNone,VERY HIGH,VERY HIGH,SEHR HOCH,,MUY ALTO
mmGoVeryLow,,Main Menu Game Options,KgNone,VERY LOW,VERY LOW,SEHR NIEDRIG,,MUY BAJO
mmGoZombiePlayers,,Main Menu Game Options,KgNone,ZOMBIE PLAYERS:,ZOMBIE PLAYERS:,ZOMBIE-SPIELER:,,JUGADORES ZOMBI:
mmGoZombiesRun,,Main Menu Game Options,KgNone,ZOMBIES RUN,ZOMBIES RUN,ZOMBIES LAUFEN,,CARRERA ZOMBI
mmGoZRAlways,,Main Menu Game Options,KgNone,ALWAYS RUN,ALWAYS RUN,IMMER LAUFEN,,SIEMPRE CORREN
mmGoZRDefault,,Main Menu Game Options,KgNone,DEFAULT,DEFAULT,STANDARD,,PREDETERMINADO
mmGoZRNever,,Main Menu Game Options,KgNone,NEVER RUN,NEVER RUN,NIE LAUFEN,,NUNCA CORREN
mmLblCreateMatchBody,,Main Menu Invite join popup body,KgNone,Starting match...,Starting match...,Match wird gestartet …,,Empezando partida...
mmLblQuickMatchBody,,Main Menu Invite join popup body,KgNone,Searching for game...,Searching for game...,Suche nach Spiel läuft …,,Buscando partida...
mmLblCreateMatch,,Main Menu Invite join popup title,KgNone,CREATING GAME,CREATING GAME,SPIEL WIRD ERSTELLT,,CREANDO PARTIDA
mmLblInviteJoin,,Main Menu Invite join popup title,KgNone,JOINING MULTIPLAYER GAME,JOINING MULTIPLAYER GAME,MEHRSPIELER-SPIEL BEITRETEN,,UNIÉNDOSE A PARTIDA MULTIJUGADOR
mmLblQuickMatch,,Main Menu Invite join popup title,KgNone,LOOKING FOR MULTIPLAYER GAME,LOOKING FOR MULTIPLAYER GAME,SUCHE NACH EINEM MEHRSPIELER-SPIEL LÄUFT,,BUSCANDO UNA PARTIDA MULTIJUGADOR
mmLblInviteJoinBody,,Main Menu join popup,KgNone,Connecting to multiplayer game. Please wait.,Connecting to multiplayer game. Please wait.,Verbindung zum Mehrspieler-Spiel wird hergestellt. Bitte warten.,,Conectándose a una partida multijugador. Espera.
mmLblCanceling,,Main Menu Matchmaking popup,KgNone,LOOKING FOR MULTIPLAYER GAME,LOOKING FOR MULTIPLAYER GAME,SUCHE NACH EINEM MEHRSPIELER-SPIEL LÄUFT,,BUSCANDO UNA PARTIDA MULTIJUGADOR
mmLblCancelingBody,,Main Menu Matchmaking popup,KgNone,Canceling...,Canceling...,Abbrechen …,,Cancelando...
mmBtnEditName,,Main Menu Name Entry,KgNone,EDIT NAME,EDIT NAME,NAMEN BEARBEITEN,,EDITAR NOMBRE
mmLblVerifyNamePopupText,,Main Menu Name Entry,KgNone,VERIFY THE NAME YOU ENTERED IS CORRECT.,VERIFY THE NAME YOU ENTERED IS CORRECT.,"BESTÄTIGE, DASS DER EINGEGEBENE NAME KORREKT IST.",VERIFICA QUE EL NOMBRE ES CORRECTO.,
goGameDifficulty,,Main Menu New Game,KgNone,Game Difficulty,Game Difficulty,Schwierigkeit des Spiels,,Dificultad de la partida
mmLblEnterGameNamePopupText,,Main Menu New Game,KgNone,PLEASE ENTER A NAME FOR THIS GAME,PLEASE ENTER A NAME FOR THIS GAME,BITTE GIB EINEN NAMEN FÜR DIESES SPIEL EIN,,INGRESA UN NOMBRE PARA ESTA PARTIDA
mmLblNameLengthError,,Main Menu New Game,KgNone,The name of the game cannot be greater than 16 characters,The name of the game cannot be greater than 16 characters,Der Name des Spiels darf nicht länger als 16 Zeichen sein,,El nombre no puede superar los 16 caracteres.
mmLblNameLengthErrorInvalid,,Main Menu New Game,KgNone,Invalid Length of Game Name,Invalid Length of Game Name,Ungültige Länge des Spielnamens,,La longitud del nombre de la partida es inválida.
ps4SaveLblCreative,,Main Menu New Game,KgNone,Creative Multiplayer,Creative Multiplayer,Mehrspieler – Kreativer Modus,,Multijugador creativo
ps4SaveLblNavezgane,,Main Menu New Game,KgNone,Navezgane,Navezgane,Navezgane,,Navezgane
ps4SaveLblPrivate,,Main Menu New Game,KgNone,Private Multiplayer,Private Multiplayer,Mehrspieler – Privates Spiel,,Multijugador privado
ps4SaveLblRandomGen,,Main Menu New Game,KgNone,Random Gen,Random Gen,Zufällig generieren,,Generación al azar
ps4SaveLblSurvivalMP,,Main Menu New Game,KgNone,Survival Multiplayer,Survival Multiplayer,Mehrspieler – Überlebensmodus,,Supervivencia multijugador
ps4SaveLblSurvivalSP,,Main Menu New Game,KgNone,Survival Single Player,Survival Single Player,Einzelspieler – Überlebensmodus,,Supervivencia de un jugador
ps4SaveLblWorldDesc,,Main Menu New Game,KgNone,"Contains all world data including world progression, rulesets, standard and modded options.","Contains all world data including world progression, rulesets, standard and modded options.","Beinhaltet alle Weltdaten, inklusive Weltfortschritt, Regelsätze, Standardoptionen und modifizierte Optionen.","Contiene todos los datos del mundo, como la progresión en el mundo, los conjuntos de reglas y las opciones modificadas y estándar.",
ps4SaveLblWorldTitle,,Main Menu New Game,KgNone,World Data,World Data,Weltdaten,,Datos del mundo
mmGoResetGameOptions,,Main Menu Options,KgNone,RESTORE MODE DEFAULTS,RESTORE MODE DEFAULTS,STANDARDEINSTELLUNGEN DES MODUS WIEDERHERSTELLEN,,RESTABLECER MODO PREDETERMINADO
mmBtnDefaults,,Main Menu Player Options,KgNone,DEFAULTS,DEFAULTS,STANDARDEINSTELLUNGEN,,PREDETERMINADOS
mmLblControlLayout,,Main Menu Player Options,KgNone,CONTROL LAYOUT,CONTROL LAYOUT,TASTENBELEGUNG,,CONTROL DE PLANO
mmLblControllerVibrationPS4,,Main Menu Player Options,KgNone,WIRELESS CONTROLLER VIBRATION,WIRELESS CONTROLLER VIBRATION,WIRELESS-CONTROLLER-VIBRATION,,VIBRACIÓN DEL CONTROL INALÁMBRICO
mmLblControllerVibrationXB1,,Main Menu Player Options,KgNone,CONTROLLER VIBRATION,CONTROLLER VIBRATION,CONTROLLER-VIBRATION,,VIBRACIÓN DEL CONTROL
mmLblInGame,,Main Menu Player Options,KgNone,IN GAME,IN GAME,IM SPIEL,,EN EL JUEGO
mmLblInMenu,,Main Menu Player Options,KgNone,IN MENU,IN MENU,IM MENÜ,,EN MENÚS
mmLblInvertLook,,Main Menu Player Options,KgNone,INVERT LOOK,INVERT LOOK,KAMERA INVERTIEREN,,VISIÓN INVERTIDA
mmLblMotionBlur,,Main Menu Player Options,KgNone,MOTION BLUR,MOTION BLUR,BEWEGUNGSUNSCHÄRFE,,DIFUMINACIÓN
mmLblSouthpaw,,Main Menu Player Options,KgNone,SOUTHPAW,SOUTHPAW,LINKSHÄNDER,,ZURDO
mmSldAmbienceVolume,,Main Menu Player Options,KgNone,AMBIENT SOUND VOLUME,AMBIENT SOUND VOLUME,UMGEBUNGSLAUTSTÄRKE,,VOLUMEN DE SONIDOS AMBIENTALES
mmSldBackgroundOpacity,,Main Menu Player Options,KgNone,UI BACKGROUND OPACITY,UI BACKGROUND OPACITY,BENUTZEROBERFLÄCHE: LICHTUNDURCHLÄSSIGKEIT DES HINTERGRUNDS,,OPACIDAD DE LA INTERFAZ DEL FONDO
mmSldForegroundOpacity,,Main Menu Player Options,KgNone,UI FOREGROUND OPACITY,UI FOREGROUND OPACITY,BENUTZEROBERFLÄCHE: LICHTUNDURCHLÄSSIGKEIT DES VORDERGRUNDS,,OPACIDAD DE LA INTERFAZ FRONTAL
mmSldGamma,,Main Menu Player Options,KgNone,GAMMA,GAMMA,GAMMA,,GAMA
mmSldInterfaceSensitivity,,Main Menu Player Options,KgNone,INTERFACE SENSITIVITY,INTERFACE SENSITIVITY,EMPFINDLICHKEIT DER BENUTZEROBERFLÄCHE,,SENSIBILIDAD DE LA INTERFAZ
mmSldLookSensitivity,,Main Menu Player Options,KgNone,LOOK SENSITIVITY,LOOK SENSITIVITY,KAMERAEMPFINDLICHKEIT,,SENSIBILIDAD DE LA VISIÓN
mmSldMusicVolume,,Main Menu Player Options,KgNone,MUSIC VOLUME,MUSIC VOLUME,MUSIKLAUTSTÄRKE,,VOLUMEN DE LA MÚSICA
mmSldOverallVolume,,Main Menu Player Options,KgNone,OVERALL SOUND VOLUME,OVERALL SOUND VOLUME,GESAMTLAUTSTÄRKE,,VOLUMEN GENERAL DEL SONIDO
mmCharSelect,,Main Menu Profile List,KgNone,CHARACTER SELECT,CHARACTER SELECT,CHARAKTERAUSWAHL,,SELECCIÓN DE PERSONAJES
ps4SaveLblSettingsDesc,,Main Menu User Sign In,KgNone,"Contains all user settings including video, audio, and controls preferences.","Contains all user settings including video, audio, and controls preferences.","Beinhaltet alle Einstellungen, inklusive Video, Audio und Steuerung.","Contiene todos los ajustes de usuario, como los de video, audio y preferencias de control.",
ps4SaveLblSettingsSummary,,Main Menu User Sign In,KgNone,User Settings,User Settings,Benutzereinstellungen,,Ajustes de usuario
ps4SaveLblSettingsTitle,,Main Menu User Sign In,KgNone,Settings Data,Settings Data,Einstellungsdaten,,Datos de ajustes
mmLblVerifyNamePopupTitle,,MainMenu Name Entry,KgNone,VERIFY NAME,VERIFY NAME,NAMEN BESTÄTIGEN,,VERIFICAR NOMBRE
xuiWPmap,,Map Window Paging in Game,KgNone,Map,Map,Karte,,Mapa
aemmNoSessions,,Matchmaking App Error,KgNone,There were no sessions available.  Please start a new game or adjust your search criteria and try again.,There were no sessions available.  Please start a new game or adjust your search criteria and try again.,Es waren keine Sitzungen verfügbar. Bitte starte ein neues Spiel oder passe deine Suchkriterien an und versuche es erneut.,,No había sesiones disponibles. Empieza una partida nueva o reajusta los criterios de búsqueda e inténtalo de nuevo.
aemmOffline,,Matchmaking App Error,KgNone,"Unable to connect to the internet, please try again later.","Unable to connect to the internet, please try again later.","Verbindung zum Internet konnte nicht hergestellt werden, versuche es bitte später nochmal.",No se puede conectar a internet. Inténtalo de nuevo más tarde.,
aemmUnknown,,Matchmaking App Error,KgNone,An internal error occurred while matchmaking.  Please try again.,An internal error occurred while matchmaking.  Please try again.,Während der Suche ist ein interner Fehler aufgetreten. Bitte versuche es erneut.,,Ocurrió un error interno durante el emparejamiento. Inténtalo de nuevo.
aemmUnknownPS4,,Matchmaking App Error,KgNone,Connection to PlayStation™Network lost. Check your network connection and try again.,Connection to PlayStation™Network lost. Check your network connection and try again.,Verbindung zu PlayStation™Network verloren. Bitte überprüfe deine Netzwerkverbindung und versuche es nochmal.,,Se ha perdido la conexión a PlayStation™Network. Verifica tu conexión de red e inténtalo de nuevo.
aemmUnknownXB1,,Matchmaking App Error,KgNone,Connection to Xbox Live services lost. Check your network connection and try again.,Connection to Xbox Live services lost. Check your network connection and try again.,Verbindung zu Xbox Live-Diensten verloren. Bitte überprüfe deine Netzwerkverbindung und versuche es nochmal.,,Se ha perdido la conexión a los servicios de Xbox Live. Verifica tu conexión de red e inténtalo de nuevo.
aemmUserBlocked,,Matchmaking App Error,KgNone,The game you're trying to join contains a user who has blocked you.,The game you're trying to join contains a user who has blocked you.,"An dem Spiel, dem du beitreten möchtest, nimmt ein Spieler teil, der dich geblockt hat.",En la partida a la que te intentas unir hay un jugador que te ha bloqueado.,
aemmWrongUser,,Matchmaking App Error,KgNone,Please sign in to accept this invite.,Please sign in to accept this invite.,"Melde dich bitte an, um die Einladung anzunehmen.",Inicia sesión para aceptar esta invitación.,
aemmWrongUserXB1,,Matchmaking App Error,KgNone,Please sign in with {0} to accept this invite.,Please sign in with {0} to accept this invite.,"Melde dich bitte mit {0} an, um die Einladung anzunehmen.",Inicia sesión con {0} para aceptar esta invitación.,
rsAdventurer,,Matchmaking Rule Set,KgNone,ADVENTURER,ADVENTURER,ABENTEURER,,AVENTURERO
rsAdventurerDesc,,Matchmaking Rule Set,KgNone,Default difficulty designed for average FPS players. Zombies walk in the daylight and run at night.,Default difficulty designed for average FPS players. Zombies walk in the daylight and run at night.,"Standardschwierigkeitsgrad, gedacht für durchschnittliche Egoshooter-Spieler. Zombies gehen bei Tageslicht und laufen in der Nacht.",Dificultad predeterminada. Diseñada para personas de experiencia moderada en juegos de disparos en primera persona. Los zombis caminan durante el día y corren por la noche.,
rsClassicZombies,,Matchmaking Rule Set,KgNone,CLASSIC ZOMBIES,CLASSIC ZOMBIES,KLASSISCHE ZOMBIES,,ZOMBIS CLÁSICOS
rsClassicZombiesDesc,,Matchmaking Rule Set,KgNone,The classic zombie movie experience where zombies always walk set to Nomad difficulty.,The classic zombie movie experience where zombies always walk set to Nomad difficulty.,"Die klassische Erfahrung, wie man sie aus einem Zombiefilm kennt – Zombies gehen immer, auf dem Schwierigkeitsgrad „Nomade“.","La clásica experiencia zombi cinematográfica en dificultad nómada, los zombis siempre caminan.",
rsFeral,,Matchmaking Rule Set,KgNone,FERAL,FERAL,WILD,,SALVAJE
rsFeralDesc,,Matchmaking Rule Set,KgNone,Zombies can always sense where you are. Zombies walk in the daylight and run at night set to Nomad difficulty.,Zombies can always sense where you are. Zombies walk in the daylight and run at night set to Nomad difficulty.,"Zombies können immer spüren, wo du bist. Zombies gehen bei Tageslicht und laufen in der Nacht, auf dem Schwierigkeitsgrad „Nomade“.","Los zombis siempre pueden sentir dónde estás. Los zombis caminan durante el día, pero corren por la noche. En dificultad nómada.",
rsInsane,,Matchmaking Rule Set,KgNone,INSANE,INSANE,IRRER,,DEMENTE
rsInsaneDesc,,Matchmaking Rule Set,KgNone,The highest difficulty designed for players who want a real challenge. Zombies walk in the daylight and run at night.,The highest difficulty designed for players who want a real challenge. Zombies walk in the daylight and run at night.,"Der höchste Schwierigkeitsgrad, gedacht für Spieler, die die Herausforderung suchen. Zombies gehen bei Tageslicht und laufen in der Nacht.",La más difícil. Diseñada para jugadores que busquen un verdadero desafío. Los zombis caminan durante el día y corren por la noche.,
rsModernZombies,,Matchmaking Rule Set,KgNone,MODERN ZOMBIES,MODERN ZOMBIES,MODERNE ZOMBIES,,ZOMBIS MODERNOS
rsModernZombiesDesc,,Matchmaking Rule Set,KgNone,A truly terrifying experience where zombies run day or night set to Nomad difficulty.,A truly terrifying experience where zombies run day or night set to Nomad difficulty.,"Ein wirklich furchtbares Erlebnis – Zombies laufen nachts und auch am Tage, auf dem Schwierigkeitsgrad „Nomade“. ",Una experiencia que te pondrá los pelos de punta en dificultad nómada. Los zombis corren tanto de día como de noche.,
rsNightmare,,Matchmaking Rule Set,KgNone,NIGHTMARE,NIGHTMARE,ALBTRAUM,,PESADILLA
rsNightmareDesc,,Matchmaking Rule Set,KgNone,An extreme challenge with zombies on the highest difficulty. Zombies have feral sense and they always run.,An extreme challenge with zombies on the highest difficulty. Zombies have feral sense and they always run.,Eine extreme Herausforderung – Zombies auf dem höchsten Schwierigkeitsgrad. Zombies können dich wittern und laufen immer.,,Un desafío extremo con zombis en la mayor dificultad posible. Los zombis tienen sentido salvaje y corren siempre.
rsScavenger,,Matchmaking Rule Set,KgNone,SCAVENGER,SCAVENGER,PLÜNDERER,,CARROÑERO
rsScavengerDesc,,Matchmaking Rule Set,KgNone,Easiest difficulty designed for new players. Zombies walk in the daylight and run at night.,Easiest difficulty designed for new players. Zombies walk in the daylight and run at night.,"Einfachster Schwierigkeitsgrad, gedacht für neue Spieler. Zombies gehen bei Tageslicht und laufen in der Nacht.",El nivel de dificultad más fácil. Para jugadores nuevos. Los zombis caminan durante el día y corren por la noche.,
rsSurvivalist,,Matchmaking Rule Set,KgNone,SURVIVALIST,SURVIVALIST,ÜBERLEBENSKÜNSTLER,,SOBREVIVIENTE
rsSurvivalistDesc,,Matchmaking Rule Set,KgNone,A higher difficulty designed for veteran players. Zombies walk in the daylight and run at night.,A higher difficulty designed for veteran players. Zombies walk in the daylight and run at night.,"Höherer Schwierigkeitsgrad, gedacht für sehr erfahrene Spieler. Zombies gehen bei Tageslicht und laufen in der Nacht.",Una dificultad mayor. Para jugadores veteranos. Los zombis caminan durante el día y corren por la noche.,
baseHair,,Menu,KgNone,Base Hair,Base Hair,Standard-Frisur,,Pelo base
gmSurvivalMPDesc,,Menu,KgNone,::Survival MP::\nFight against other players or band together to survive the zombie apocalypse earning land claims to protect your fort against other players. New players start with a Land Claim Block and additional ones can be found in rare loot or in air dropped supplies.,::Survival MP::\nFight against other players or band together to survive the zombie apocalypse earning land claims to protect your fort against other players. New players start with a Land Claim Block and additional ones can be found in rare loot or in air dropped supplies.,"::Mehrspieler – Überlebensmodus::\nKämpfe gegen andere Spieler oder verbünde dich mit ihnen, um die Zombie-Apokalypse zu überleben. Erhalte Gebietsschutz und schütze dein Fort vor anderen Spielern. Neue Spieler starten mit einem Gebietsschutzblock. Weitere können durch seltene Beute oder Abwürfe aus der Luft erhalten werden.",::Sobreviviente MJ::\nJuega contra otros jugadores o únete a ellos para sobrevivir al apocalipsis zombi y reclama territorios para protegerte de otros jugadores. Los jugadores nuevos empiezan con un Bloque para reclamar territorio. Se pueden conseguir otros en botines raros o en suministros aéreos.,
